Area,Perimeter,Major_Axis,Minor_Axis,Eccentricity,Eqdiasq,Solidity,Convex_Area,Extent,Aspect_Ratio,Roundness,Compactness,Shapefactor_1,Shapefactor_2,Shapefactor_3,Shapefactor_4,Mean_RR,Mean_RG,Mean_RB,StdDev_RR,StdDev_RG,StdDev_RB,Skew_RR,Skew_RG,Skew_RB,Kurtosis_RR,Kurtosis_RG,Kurtosis_RB,Class
-1.2622955710719397,0.3793383950503858,-1.7235895781692345,-0.05166845862166738,-0.9255604195712853,-1.257168657001345,-1.4590027004576016,-0.9014574897696946,-1.4597631102729367,-1.0387841772424962,-1.1535500735971356,0.33058803061762543,0.6104096895731119,2.010130922987537,0.30094511465136703,-1.5790313404283567,-2.0456852738800446,-2.295340934297411,-2.047873300888352,-1.1702542353544336,-0.8253911807094346,-0.3293556360550024,3.103667096886282,3.287037740599858,2.6384038209943297,-0.11555996885846176,0.2373732675592168,0.018170416848972082,Kirmizi_Pistachio
-0.8836752486876934,1.3748212973291343,-1.0909994668454148,-0.11745593712008762,-0.40040642634502044,-0.85124107731292,-1.2607490749769565,-0.5341329317628507,-0.7400381771251844,-0.616362254978676,-1.6053384435705174,0.11279048081677849,0.36563044693276037,1.1269725628776504,0.08038136784746812,-1.0194926861972262,0.41949169546057924,0.053684348123354826,-0.3547051557973857,1.703189200174304,1.2756867622789616,0.6818249934508994,0.9116979809600452,0.8847463087518458,0.1743925979605827,-1.46261733686644,-1.232151440698075,-0.9671676809628602,Kirmizi_Pistachio
-0.48493095507142775,-0.4778807736301658,0.188485077075058,-0.5859739257962834,0.6745181535399924,-0.4393846443809948,-0.45385681927072186,-0.3635866714421405,-0.06410603091499517,0.6367394631372736,0.12189409678557549,-0.8167784430754917,0.4880200682529367,-0.05057191726886253,-0.8222092839670679,-0.3113868720495537,-0.4364332728235759,-0.41927387363548646,-0.3288060397447739,-0.7569938768063528,-0.6961862640965297,-0.43981539494290645,0.3481007960748819,0.4255149449614737,1.562419456343826,0.6650110583493986,1.2017008713059039,1.5475111451171337,Kirmizi_Pistachio
-0.674203002681672,0.051372504455830116,-0.5154447537691493,-0.73375155732298,0.4939964683684629,-0.6329886521141539,0.3728607989835753,-0.8259548430918233,-0.25260541816797805,0.37387138330643394,-0.6646219728975336,-0.2823885786156832,0.36563044693276037,-0.05057191726886253,-0.3091248233168627,0.39093061119227807,-0.5749882122001078,-0.21097938772845276,-0.3102375863567288,-1.0242076472952306,-1.0703807127012475,1.8752795101438298,0.10648483633408058,-0.031403558015180744,-0.9667177526191267,-0.24038592223178537,-0.04332591391354469,-0.060363296224257755,Kirmizi_Pistachio
0.010393155025780119,-0.4646017025385623,0.7130374860268128,-0.5734440774887739,0.8632453698556813,0.05234217704187447,0.5076732643104158,-0.15867264042817977,0.5680333283576331,0.9429328683285031,0.34473248114289395,-0.7359463627370324,0.24324082561258403,-0.6393441573421197,-0.7455594712479823,0.5414272147440976,1.0654852182429917,0.7967079446175983,0.19154051596786248,0.6554720194027496,0.413197690792005,0.17543221504366607,-0.5031468209667141,-0.508366854710721,-0.30421311877814566,-0.085171117764301,-0.033344816104064735,-0.2724976553066156,Kirmizi_Pistachio
-2.110170313548277,-0.7239350897174277,-1.923473970989896,-1.346697744807379,0.35450243891773775,-2.2283148182864436,-1.6612213984478634,-1.823076402541575,-2.9182533187152053,0.1893221608578417,-0.3576315404390338,-0.9200638790635204,1.9566955240950483,2.304517043024165,-0.9191947612850941,-1.494135820476046,-0.2387531569891324,-0.8755300954106927,-0.8148942211412276,0.28899645575955374,0.34391469532678165,-0.9160712050004193,0.6102632152554285,0.3576710277590909,0.049997279513071834,-1.1194822379646605,-1.054334344338415,-0.48556535223534486,Kirmizi_Pistachio
-0.6294576575559316,0.10109844435782263,-1.7884214480760563,0.47875958644040517,-1.6681609881178021,-0.5869183028352053,-0.4855773993476263,-0.5103340109066838,-0.5115540713639933,-1.5103636802036844,-0.6994110877550054,1.4622371553560416,-0.36870728098829547,1.4213586829142797,1.4882350708510792,-0.4869662428600116,-1.0515760569808486,-1.257290095036664,0.0602564075363823,0.05030765933435274,-0.038895255304698964,0.1947677678563783,3.100546115705561,3.396513152449157,1.7549862204942102,-0.5013484775919551,0.7574652411085847,0.061637293694257175,Kirmizi_Pistachio
-1.3500330365569944,1.258337797061691,-1.8658867465553062,-0.6658257217786654,-0.31835111490341633,-1.353479997151222,-0.8999274766021769,-1.174954992388328,-0.8257197167856322,-0.5409595252649171,-1.6556416231617266,0.37549474191676896,0.6104096895731119,1.4213586829142797,0.346309289525928,-0.2592918938970017,-0.674463078046384,-1.1076265882388523,-0.7888185550977421,-0.9223236031619653,-1.0245142099241507,-0.6673838972827704,0.9769785039901218,0.822042082246613,0.22991367229591242,-0.6377576253285248,-0.44610159936379334,0.2427048358902605,Kirmizi_Pistachio
-1.1915567631048407,1.5588640026468614,-0.3186493544647358,-0.8102143213823145,0.6416960289633521,-1.1801493220763974,-1.5224438606114103,-0.7994186661627427,-1.1779660465008006,0.5879984721068316,-1.7365028090466605,-1.270336227196841,1.3447474174941678,0.8325864428410225,-1.2430011129759244,-1.4729119404879687,0.49548330156636117,0.2402397229405775,0.49909060007098516,0.8366631663139494,0.920131620943684,2.5873577344138265,0.26331414066530046,0.4517273675169398,-0.47827285815008663,-0.871465605716353,-0.8600868254308418,0.4668392529973908,Kirmizi_Pistachio
-0.13992681190430512,-0.49896056658845767,1.4205988880907172,-1.0993116141597548,1.4150673393004691,-0.09470453484500135,0.42638927786335074,-0.2873997107460408,-0.10599478363787977,2.097302835382791,0.33203915545165463,-1.6273445820250325,0.7327993108932883,-1.2281163974153768,-1.5668074646667545,0.5838749747202541,-0.4323742089852422,-0.6301946164843939,-0.23739152490465779,-1.9802419798150364,-2.041005380139504,-1.3979060480829435,-0.872983090882128,-0.8861341209512621,1.951769775100442,1.6713862392031085,2.3031534034197545,3.792588667573916,Kirmizi_Pistachio
-0.8049325885260412,1.344009910754974,-0.731113225235694,-0.5039210740274627,0.1862890504624498,-0.768690624126951,-0.8979449403473707,-0.5677403535469585,-1.6197019843057696,-0.015639955270165512,-1.576190806798041,-0.21502851166696785,0.4880200682529367,0.5382003228043946,-0.2434249838433612,-0.3422579702140307,0.6953319583555342,0.720761896080896,1.0207420904987816,2.419639333495609,2.3107896259752083,1.345500648097506,0.05186766567146666,-0.03500134150318578,-0.5628429334034792,-1.1874824025206525,-1.2172565716593122,-1.0262346332403487,Kirmizi_Pistachio
-0.963637543469468,2.4700064269214175,0.15621403503109133,-1.2197855941467286,1.1237709836827752,-0.9357095795732749,-0.9812114630492442,-0.7179852979935584,-0.5210742424373773,1.4303427786329113,-1.9579308238827302,-1.4454724012634987,1.2223577961739924,-0.05057191726886253,-1.404122147875226,-0.2342091266383633,-1.6123292391582642,-1.476719247599455,-0.30178621505444,-1.1655533707946133,-1.1097027475926289,-1.1301634129556655,1.080491046484028,0.7639635773688156,-0.18075486487637868,-0.9195699305425356,-0.903235879037979,-0.7611666848709413,Kirmizi_Pistachio
