0,1,2,3,4,5,6,7,8,9,10,11,12,13,Class
5.414179488804014,4.797955272788072,2.2568977897325566,-0.8907361432568387,-1.1171657513345337,2.007413768266584,0.9534674659656408,-0.590877706605464,-0.35898934897413487,0.052382833643474534,-0.4991115942296787,0.005670121559977439,0.9825657453637893,0.4014810839635434,Kirmizi_Pistachio
2.2647070616232856,2.660324184593831,-3.3415415376780846,0.13266056591936182,-0.42474185490930894,0.6542596590606027,-0.44098504284936146,0.36687814589828943,-0.19525348530432407,0.3085281518957102,-0.3435408485430081,-0.8299594148796569,0.0540753056516716,0.4899747772748477,Kirmizi_Pistachio
2.270822420024311,-1.0728076613624455,1.9577101467344324,0.33111015781159836,0.9229106978415335,1.3807438902414846,0.3831517153999169,-0.22712108981466061,-0.1588544098445702,-0.4558774925917788,0.06067985003137994,-0.42477991367166673,-0.5617533391178805,-0.2010602138161278,Kirmizi_Pistachio
1.8454318671363235,-0.8103921298939802,-0.13480656864847748,0.19446585781552597,-0.33159329187651465,0.07182492648574952,-0.8652953230630362,0.5833694078265659,0.6421540425217892,0.5197896112497385,-0.7142436338106732,2.2123177026774554,-0.16013297009289906,0.7639968520697205,Kirmizi_Pistachio
0.07829389562781987,-2.6383100439453155,-1.2628445370012757,-0.20073074960085208,0.5152717358272838,0.04001881260759899,-0.49518093591593293,-0.2625833073487887,-0.24959838382890615,-0.1507754272427573,-0.26178050358124566,-0.5247250891862857,-0.21896962056555122,0.3601201646810865,Kirmizi_Pistachio
5.680390851461528,1.470714931209983,-1.3449324176183102,2.3526211641249617,-1.282687123422891,-1.1930239714165871,0.5000576400259781,-1.6774856956158677,0.7200699584917867,0.8217616318276559,0.08673108981229184,-0.9812632513955862,-0.2739122127673791,0.08985366334765425,Kirmizi_Pistachio
2.251651309893099,4.066884870669687,0.919190578138466,-1.2767112615518423,-2.439089991025168,3.3351883211248996,0.895466786146683,0.049029181498523915,-0.6598769294145685,0.7900742172713175,0.7013138124983881,-0.10386810497333297,1.265273035653689,0.8144426272935483,Kirmizi_Pistachio
3.5604367941906085,2.5771027292712927,0.7513744233929224,0.9492078220992447,-1.1174638238355006,0.11099486401889239,-1.1282307117946413,0.891931589682869,-0.32669198496754903,1.0025580788451904,-0.33978139633822485,0.07338190644524695,-0.25077841320053484,0.8584143082018373,Kirmizi_Pistachio
3.4574543213064337,0.6317730019806326,-3.5783901724373424,1.4339038346776944,1.5759994459904019,0.6933664189109758,0.37023651012302145,1.0737423998892275,0.7836334345270977,-0.13911152512362288,-0.017461172846614092,0.9657198432983167,-0.8426714954793258,0.6976955779025449,Kirmizi_Pistachio
1.9662616042355967,-3.9089533736254998,4.8272899610384306,0.9514496939470302,2.891287658435319,1.1113530080760432,-0.010064764655840735,0.4053130970390154,0.37224542096186286,-0.16381098819554218,0.0454188079655081,-0.6538584894468557,-1.7984843252131588,-0.6456916091656416,Kirmizi_Pistachio
1.513908913661771,0.9132563312114211,-4.921237753655099,0.8568479302769154,0.1751316822284588,0.4958473004542114,-0.048001013731053546,0.641210273036929,0.28994043110694934,1.5279865517288176,-0.08735260477208544,-0.5956966519618834,-0.09402358593259338,-0.15393248411724472,Kirmizi_Pistachio
4.6622170040015645,0.7254594895681931,0.2922096409930393,-0.6017524279788414,2.19567134576752,-1.8009611398161811,-1.2180089669160328,1.2541867351624394,-1.3483626811992586,1.1986205124089666,0.22758108282593187,0.5481033591799084,0.14536011552732309,0.4331220489900749,Kirmizi_Pistachio
-1.6655928296523035,-2.304944397401306,-2.6643630958229694,1.2883380925596475,0.27283293870044867,1.1827628968248505,0.08950875985592503,-0.6781455400307564,-0.6614943486462586,-0.29967570584004105,0.0898932496815024,0.8913906111252234,-0.5874138223096946,0.3115709062720798,Kirmizi_Pistachio
5.582791193944715,-0.1154289459948727,-0.004236550638644822,-0.9135484036597005,0.39836672684051133,0.7775713501120308,1.9426450749716946,0.33040634739358016,-0.5938626114117911,0.2569794563948075,0.09813384850401605,0.3860037188569659,0.35576544181974995,0.727724745461509,Kirmizi_Pistachio
